"ROW_ID";"TITLE";"ALT TITLE";"RLS DATE";"YEAR";"DURATION (MIN)";"DIRECTORS";"ACTORS";"CATEGORIES";"ORIGIN";"DESCRIPTION";"IMAGE";"KEYWORDS"
"21";"Un Nouveau départ (2016)";"ND";"2016-05-07";"2016";"99";"Christophe Lidon,  Antoine Rault";"Corinne Touzet, Christian Vadim, Fanny Guillot";"45,58";"France";"C’est une Rencontre.
Une Belle Histoire.
C'est une romance d'aujourd'hui.
Que feriez-vous le soir de Noël les bras chargés de cadeaux et la dinde au four, si vous trouviez un SDF sur votre palier ?

Corinne Touzet , Christian Vadim et Fanny Guillot vous embarquent pour Un nouveau départ, une histoire drôle, tendre et optimiste.

Enregistré au Théâtre des Variétés (Paris)";"http://zupimages.net/up/16/45/4syn.jpg";"film Un Nouveau départ (2016) streaming, Un Nouveau départ (2016) dpstream, filmUn Nouveau départ (2016) HD, Un Nouveau départ (2016) streaming VF"
"22";"Amour versus glamour";"A Country Wedding";"2015-06-27";"2015";"84";"Anne Wheeler";"Jesse Metcalfe, Laura Mennell, Autumn Reeser";"48,56";"États-Unis";"Célèbre chanteur de country, Bradley est sur le point d'épouser Catherine, une star de cinéma. Après avoir reçu une lettre de son amie d'enfance, Sarah, il décide de lui rendre visite dans sa petite ville natale du Texas où il redécouvre une vie simple dans le ranch de la jeune femme. Pendant que Catherine prépare le mariage le plus glamour de l'année, ignorant le souhait de Bradley d'une cérémonie plus discrète, ce dernier retrouve son ancienne complicité avec Sarah...";"http://zupimages.net/up/16/45/5wet.jpg";"film Amour versus glamour streaming, Amour versus glamour dpstream, filmAmour versus glamour HD, Amour versus glamour streaming VF"
"23";"American Graffiti, la suite";"More American Graffiti";"1979-01-01";"1979";"110";"Bill L. Norton";"Bo Hopkins, Ron Howard, Candy Clark";"45";"États-Unis";"1962 en Californie. Les vacances se terminent. Belles américaines, musique à fond, drague à tout va... Curt, Steve, Lauri, Terry et tous les autres passent leurs nuits sur les routes et dans les drive-in, les selfs et les bals... Chaque minute qui passe est vécue intensément comme la dernière. L'essentiel, c'est de prendre le rythme et de le garder...";"http://static.media.dpstream.net/m/23665/more-american-graff-1478820339.jpg";"film American Graffiti, la suite streaming, American Graffiti, la suite dpstream, filmAmerican Graffiti, la suite HD, American Graffiti, la suite streaming VF"
"24";"February";"The Black Coat’s Daughter";"2015-11-01";"2015";"95";"Osgood Perkins (II)";"Emma Roberts, Kiernan Shipka, Lucy Boynton";"53,62";"États-Unis";"Parce qu'étrangement leurs parents ne sont pas venus les chercher pour les vacances d'hiver, Rose et Kat sont retenues dans la prestigieuse institution pour jeunes filles où elles suivent leurs études. Dans un pèlerinage sanglant à travers les paysages gelés, Joan décide de s'y rendre. Au fur et à mesure qu'elle s'en rapproche, Kat est assaillie de visions terrifiantes et Rose voit avec horreur sa camarade devenir possédée par une force invisible et maléfique";"http://static.media.dpstream.net/m/23664/february-1478812265.jpg";"film February streaming, February dpstream, filmFebruary HD, February streaming VF"
"25";"The Late Bloomer";"ND";"2016-11-01";"2016";"94";"Kevin Pollak";"Jane Lynch, Brittany Snow, Johnny Simmons";"45";"États-Unis";"Après l'ablation d'une tumeur, un jeune trentenaire entre enfin dans la puberté...";"http://static.media.dpstream.net/m/23663/latebloomer-1478781156.jpg";"film The Late Bloomer streaming, The Late Bloomer dpstream, filmThe Late Bloomer HD, The Late Bloomer streaming VF"
"26";"La Fille du patron";"ND";"2016-01-06";"2016";"98";"Olivier Loustau";"Florence Thomassin, Olivier Loustau, Christa Théret";"45,48,56";"France";"Vital, 40 ans, travaille comme chef d’atelier dans une usine textile. Il est choisi comme « cobaye » par Alix, 25 ans, venue réaliser une étude ergonomique dans l’entreprise de son père sous couvert d’anonymat. La fille du patron est rapidement sous le charme de cet ouvrier réservé et secret qui s’ouvre peu à peu à son contact et se met à rêver d’une autre vie…";"http://static.media.dpstream.net/m/23662/314900.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478685731.jpg";"film La Fille du patron streaming, La Fille du patron dpstream, filmLa Fille du patron HD, La Fille du patron streaming VF"
"27";"Barbie 34 - Barbie et ses soeurs: À la recherche des chiots";"Barbie & Her Sisters in a Puppy Chase";"2016-10-12";"2016";"75";"Terry Klassen,  Conrad Helten,  Michael Goguen,  Maria Collette Sundeen";"Kathleen Barr, Natasha Calis, Alex Barima";"41,42,61";"États-Unis";"Dans cette aventure rafraichissante, Barbie et ses sœurs vont découvrir que la vie est plus belle quand on la partage à plusieurs. Arrivés sur l’île paradisiaque où se déroule la grande compétition de danse de Chelsea, les jeunes filles et leurs chiots décident de faire un rapide détour par le festival du Cheval dansant. Mais durant l’évènement, leurs petits amis disparaissent. Les sœurs partent alors à leur recherche ; mais arriveront-elles à les retrouver à temps pour le spectacle de Chelsea ? Dans cette histoire pleine de joie, les filles devront recourir à leur imagination et joindre leurs efforts pour retrouver leurs petits chiots partis vivre leur propre aventure.";"http://zupimages.net/up/16/45/lwjn.jpg";"film Barbie 34 - Barbie et ses soeurs: À la recherche des chiots streaming, Barbie 34 - Barbie et ses soeurs: À la recherche des chiots dpstream, filmBarbie 34 - Barbie et ses soeurs: À la recherche des chiots HD, Barbie 34 - Barbie et ses soeurs: À la recherche des chiots streaming VF"
"28";"Within";"ND";"2016-10-18";"2016";"88";"Phil Claydon";"Michael Vartan, Erin Moriarty, Blake Jenner";"53,62";"États-Unis";"Une famille emménage dans une maison en banlieue et va vite découvrir que ce lieu cache un lourd secret...";"http://static.media.dpstream.net/m/23660/within-2016-1478619866.jpg";"film Within streaming, Within dpstream, filmWithin HD, Within streaming VF"
"29";"Jack Reacher : Never Go Back";"ND";"2016-10-19";"2016";"119";"Edward Zwick";"Aldis Hodge, Tom Cruise, Robert Knepper, Cobie Smulders";"4,62";"États-Unis";"Jack Reacher est de retour, prêt à tout pour obtenir justice. Susan Turner, qui dirige son ancienne unité, est arrêtée pour trahison : Jack Reacher ne reculera devant rien pour prouver l'innocence de la jeune femme. Ensemble, ils sont décidés à faire éclater la vérité sur ce complot d'État.";"http://static.media.dpstream.net/m/23659/426891.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478545543.jpg";"film Jack Reacher : Never Go Back streaming, Jack Reacher : Never Go Back dpstream, filmJack Reacher : Never Go Back HD, Jack Reacher : Never Go Back streaming VF"
"30";"Ouija : les origines";"Ouija: Origin of Evil";"2016-11-02";"2016";"90";"Mike Flanagan";"Elizabeth Reaser, Annalise Basso, Lulu Wilson";"53";"États-Unis";"À Los Angeles en 1965, une veuve et ses deux filles montent une nouvelle arnaque pour pimenter leur commerce de séances de spiritisme bidon. Chemin faisant, elles font involontairement entrer chez elles un esprit maléfique bien réel. Lorsque la fille cadette est possédée par la créature impitoyable, la petite famille doit surmonter une terreur dévastatrice pour la sauver et renvoyer l'esprit de l'autre côté…
La suite du film d'épouvante 'Ouija'.

CSA : INTERDIT AUX MOINS DE 12 ANS";"http://static.media.dpstream.net/m/23658/421826.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478529155.jpg";"film Ouija : les origines streaming, Ouija : les origines dpstream, filmOuija : les origines HD, Ouija : les origines streaming VF"
