ROW_ID;SERIE_ID;SERIE_TITLE;SERIE_ROW_ID;SEASON_NAME;SEASON_ROW_ID;NAME
381;6929;Aftermath;76;Saison 1;78;S1 E1
382;6929;Aftermath;76;Saison 1;78;S1 E2
383;6929;Aftermath;76;Saison 1;78;S1 E3
384;6929;Aftermath;76;Saison 1;78;S1 E4
385;6929;Aftermath;76;Saison 1;78;S1 E5
386;6929;Aftermath;76;Saison 1;78;S1 E6
387;6929;Aftermath;76;Saison 1;78;S1 E7
388;6929;Aftermath;76;Saison 1;78;S1 E8
389;6929;Aftermath;76;Saison 1;78;S1 E9
390;6928;Falling Water;77;Saison 1;79;S1 E1
391;6928;Falling Water;77;Saison 1;79;S1 E2
392;6928;Falling Water;77;Saison 1;79;S1 E3
393;6928;Falling Water;77;Saison 1;79;S1 E4
394;6928;Falling Water;77;Saison 1;79;S1 E5
395;6928;Falling Water;77;Saison 1;79;S1 E6
396;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E1
397;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E2
398;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E3
399;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E4
400;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E5
401;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E6
402;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E7
403;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E8
404;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E9
405;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E10
406;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E11
407;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E12
408;6927;Marvel's Luke Cage;78;Saison 1;80;S1 E13
409;6926;L'émission politique;79;Saison 1;81;S1 E1
410;6926;L'émission politique;79;Saison 1;81;S1 E2
411;6926;L'émission politique;79;Saison 1;81;S1 E3
412;6926;L'émission politique;79;Saison 1;81;S1 E4
413;6925;Capitaine Marleau;80;Saison 1;82;S1 E1
414;6925;Capitaine Marleau;80;Saison 1;82;S1 E2
415;6925;Capitaine Marleau;80;Saison 1;82;S1 E3
416;6925;Capitaine Marleau;80;Saison 1;82;S1 E4
417;6924;L'Exorciste;81;Saison 1;83;S1 E1
418;6924;L'Exorciste;81;Saison 1;83;S1 E2
419;6924;L'Exorciste;81;Saison 1;83;S1 E3
420;6924;L'Exorciste;81;Saison 1;83;S1 E4
421;6924;L'Exorciste;81;Saison 1;83;S1 E5
422;6924;L'Exorciste;81;Saison 1;83;S1 E6
423;6924;L'Exorciste;81;Saison 1;83;S1 E7
424;6924;L'Exorciste;81;Saison 1;83;S1 E8
425;6923;MacGyver (2016);82;Saison 1;84;S1 E1
