ROW_ID;SERIE_TITLE;SERIE_ROW_ID;SEASON_NAME;SEASON_ROW_ID;NAME
472;Speechless;92;Saison 1;94;S1 E5
473;Speechless;92;Saison 1;94;S1 E6
474;Better Things;93;Saison 1;95;S1 E1
475;Better Things;93;Saison 1;95;S1 E2
476;Better Things;93;Saison 1;95;S1 E3
477;Better Things;93;Saison 1;95;S1 E4
478;Better Things;93;Saison 1;95;S1 E5
479;Better Things;93;Saison 1;95;S1 E6
480;Better Things;93;Saison 1;95;S1 E7
481;Better Things;93;Saison 1;95;S1 E8
482;Better Things;93;Saison 1;95;S1 E9
483;Better Things;93;Saison 1;95;S1 E10
484;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E1
485;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E2
486;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E3
487;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E4
488;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E5
489;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E6
490;A.I.SHA: My Virtual Girlfriend;94;Saison 1;96;S1 E7
491;StartUp;95;Saison 1;97;S1 E1
492;StartUp;95;Saison 1;97;S1 E2
493;Queen Sugar;96;Saison 1;98;S1 E1
494;Queen Sugar;96;Saison 1;98;S1 E2
495;Queen Sugar;96;Saison 1;98;S1 E3
496;Queen Sugar;96;Saison 1;98;S1 E4
497;Queen Sugar;96;Saison 1;98;S1 E5
498;Queen Sugar;96;Saison 1;98;S1 E6
499;Queen Sugar;96;Saison 1;98;S1 E7
500;Queen Sugar;96;Saison 1;98;S1 E8
501;Queen Sugar;96;Saison 1;98;S1 E9
502;Queen Sugar;96;Saison 1;98;S1 E10
503;Atlanta;97;Saison 1;99;S1 E1
504;Atlanta;97;Saison 1;99;S1 E2
505;Atlanta;97;Saison 1;99;S1 E3
506;Atlanta;97;Saison 1;99;S1 E4
507;Atlanta;97;Saison 1;99;S1 E5
508;Atlanta;97;Saison 1;99;S1 E6
509;Atlanta;97;Saison 1;99;S1 E7
510;Atlanta;97;Saison 1;99;S1 E8
